date,sales,family
2013-06-24,16.0,"LIQUOR,WINE,BEER"
2013-06-25,23.0,"LIQUOR,WINE,BEER"
2013-06-26,9.0,"LIQUOR,WINE,BEER"
2013-06-27,37.0,"LIQUOR,WINE,BEER"
2013-06-28,32.0,"LIQUOR,WINE,BEER"
2013-06-29,76.0,"LIQUOR,WINE,BEER"
2013-07-01,17.0,"LIQUOR,WINE,BEER"
2013-07-02,18.0,"LIQUOR,WINE,BEER"
2013-07-03,15.0,"LIQUOR,WINE,BEER"
2013-07-04,27.0,"LIQUOR,WINE,BEER"
2013-07-05,35.0,"LIQUOR,WINE,BEER"
2013-07-06,80.0,"LIQUOR,WINE,BEER"
2013-07-08,6.0,"LIQUOR,WINE,BEER"
2013-07-09,18.0,"LIQUOR,WINE,BEER"
2013-07-10,10.0,"LIQUOR,WINE,BEER"
2013-07-11,42.0,"LIQUOR,WINE,BEER"
2013-07-12,51.0,"LIQUOR,WINE,BEER"
2013-07-13,93.0,"LIQUOR,WINE,BEER"
2013-07-15,4.0,"LIQUOR,WINE,BEER"
2013-07-16,19.0,"LIQUOR,WINE,BEER"
2013-07-17,13.0,"LIQUOR,WINE,BEER"
2013-07-18,22.0,"LIQUOR,WINE,BEER"
2013-07-19,24.0,"LIQUOR,WINE,BEER"
2013-07-20,49.0,"LIQUOR,WINE,BEER"
2013-07-22,13.0,"LIQUOR,WINE,BEER"
2013-07-23,13.0,"LIQUOR,WINE,BEER"
2013-07-24,28.0,"LIQUOR,WINE,BEER"
2013-07-25,27.0,"LIQUOR,WINE,BEER"
2013-07-26,65.0,"LIQUOR,WINE,BEER"
2013-07-27,69.0,"LIQUOR,WINE,BEER"
2013-07-29,8.0,"LIQUOR,WINE,BEER"
2013-07-30,28.0,"LIQUOR,WINE,BEER"
2013-07-31,13.0,"LIQUOR,WINE,BEER"
2013-08-01,39.0,"LIQUOR,WINE,BEER"
2013-08-02,65.0,"LIQUOR,WINE,BEER"
2013-08-03,73.0,"LIQUOR,WINE,BEER"
2013-08-05,5.0,"LIQUOR,WINE,BEER"
2013-08-06,6.0,"LIQUOR,WINE,BEER"
2013-08-07,20.0,"LIQUOR,WINE,BEER"
2013-08-08,28.0,"LIQUOR,WINE,BEER"
2013-08-09,16.0,"LIQUOR,WINE,BEER"
2013-08-10,36.0,"LIQUOR,WINE,BEER"
2013-08-12,12.0,"LIQUOR,WINE,BEER"
2013-08-13,14.0,"LIQUOR,WINE,BEER"
2013-08-14,22.0,"LIQUOR,WINE,BEER"
2013-08-15,47.0,"LIQUOR,WINE,BEER"
2013-08-16,47.0,"LIQUOR,WINE,BEER"
2013-08-17,26.0,"LIQUOR,WINE,BEER"
2013-08-19,5.0,"LIQUOR,WINE,BEER"
2013-08-20,11.0,"LIQUOR,WINE,BEER"
2013-08-21,22.0,"LIQUOR,WINE,BEER"
2013-08-22,11.0,"LIQUOR,WINE,BEER"
2013-08-23,25.0,"LIQUOR,WINE,BEER"
2013-08-24,62.0,"LIQUOR,WINE,BEER"
2013-08-26,26.0,"LIQUOR,WINE,BEER"
2013-08-27,11.0,"LIQUOR,WINE,BEER"
2013-08-28,15.0,"LIQUOR,WINE,BEER"
2013-08-29,18.0,"LIQUOR,WINE,BEER"
2013-08-30,56.0,"LIQUOR,WINE,BEER"
2013-08-31,32.0,"LIQUOR,WINE,BEER"
2013-09-02,11.0,"LIQUOR,WINE,BEER"
2013-09-03,28.0,"LIQUOR,WINE,BEER"
2013-09-04,15.0,"LIQUOR,WINE,BEER"
2013-09-05,20.0,"LIQUOR,WINE,BEER"
2013-09-06,59.0,"LIQUOR,WINE,BEER"
2013-09-07,38.0,"LIQUOR,WINE,BEER"
2013-09-09,3.0,"LIQUOR,WINE,BEER"
2013-09-10,32.0,"LIQUOR,WINE,BEER"
2013-09-11,13.0,"LIQUOR,WINE,BEER"
2013-09-12,20.0,"LIQUOR,WINE,BEER"
2013-09-13,43.0,"LIQUOR,WINE,BEER"
2013-09-14,45.0,"LIQUOR,WINE,BEER"
2013-09-16,14.0,"LIQUOR,WINE,BEER"
2013-09-17,8.0,"LIQUOR,WINE,BEER"
2013-09-18,16.0,"LIQUOR,WINE,BEER"
2013-09-19,19.0,"LIQUOR,WINE,BEER"
2013-09-20,53.0,"LIQUOR,WINE,BEER"
2013-09-21,69.0,"LIQUOR,WINE,BEER"
2013-09-23,13.0,"LIQUOR,WINE,BEER"
2013-09-24,6.0,"LIQUOR,WINE,BEER"
2013-09-25,33.0,"LIQUOR,WINE,BEER"
2013-09-26,34.0,"LIQUOR,WINE,BEER"
2013-09-27,14.0,"LIQUOR,WINE,BEER"
2013-09-28,40.0,"LIQUOR,WINE,BEER"
2013-09-30,15.0,"LIQUOR,WINE,BEER"
2013-10-01,17.0,"LIQUOR,WINE,BEER"
2013-10-02,16.0,"LIQUOR,WINE,BEER"
2013-10-03,9.0,"LIQUOR,WINE,BEER"
2013-10-04,23.0,"LIQUOR,WINE,BEER"
2013-10-05,39.0,"LIQUOR,WINE,BEER"
2013-10-07,9.0,"LIQUOR,WINE,BEER"
2013-10-08,9.0,"LIQUOR,WINE,BEER"
2013-10-09,18.0,"LIQUOR,WINE,BEER"
2013-10-10,36.0,"LIQUOR,WINE,BEER"
2013-10-11,108.0,"LIQUOR,WINE,BEER"
2013-10-12,38.0,"LIQUOR,WINE,BEER"
2013-10-14,7.0,"LIQUOR,WINE,BEER"
2013-10-15,15.0,"LIQUOR,WINE,BEER"
2013-10-16,5.0,"LIQUOR,WINE,BEER"
2013-10-17,4.0,"LIQUOR,WINE,BEER"
2013-10-18,11.0,"LIQUOR,WINE,BEER"
2013-10-19,67.0,"LIQUOR,WINE,BEER"
2013-10-21,9.0,"LIQUOR,WINE,BEER"
2013-10-22,23.0,"LIQUOR,WINE,BEER"
2013-10-23,9.0,"LIQUOR,WINE,BEER"
2013-10-24,15.0,"LIQUOR,WINE,BEER"
2013-10-25,61.0,"LIQUOR,WINE,BEER"
2013-10-26,25.0,"LIQUOR,WINE,BEER"
2013-10-28,3.0,"LIQUOR,WINE,BEER"
2013-10-29,19.0,"LIQUOR,WINE,BEER"
2013-10-30,11.0,"LIQUOR,WINE,BEER"
2013-10-31,14.0,"LIQUOR,WINE,BEER"
2013-11-01,28.0,"LIQUOR,WINE,BEER"
2013-11-02,72.0,"LIQUOR,WINE,BEER"
2013-11-04,11.0,"LIQUOR,WINE,BEER"
2013-11-05,13.0,"LIQUOR,WINE,BEER"
2013-11-06,14.0,"LIQUOR,WINE,BEER"
2013-11-07,7.0,"LIQUOR,WINE,BEER"
2013-11-08,51.0,"LIQUOR,WINE,BEER"
2013-11-09,77.0,"LIQUOR,WINE,BEER"
2013-11-11,12.0,"LIQUOR,WINE,BEER"
2013-11-12,4.0,"LIQUOR,WINE,BEER"
2013-11-13,18.0,"LIQUOR,WINE,BEER"
2013-11-14,6.0,"LIQUOR,WINE,BEER"
2013-11-15,11.0,"LIQUOR,WINE,BEER"
2013-11-16,46.0,"LIQUOR,WINE,BEER"
2013-11-18,4.0,"LIQUOR,WINE,BEER"
2013-11-19,18.0,"LIQUOR,WINE,BEER"
2013-11-20,14.0,"LIQUOR,WINE,BEER"
2013-11-21,10.0,"LIQUOR,WINE,BEER"
2013-11-22,17.0,"LIQUOR,WINE,BEER"
2013-11-23,72.0,"LIQUOR,WINE,BEER"
2013-11-25,3.0,"LIQUOR,WINE,BEER"
2013-11-26,13.0,"LIQUOR,WINE,BEER"
2013-11-27,26.0,"LIQUOR,WINE,BEER"
2013-11-28,32.0,"LIQUOR,WINE,BEER"
2013-11-29,21.0,"LIQUOR,WINE,BEER"
2013-11-30,65.0,"LIQUOR,WINE,BEER"
2013-12-02,9.0,"LIQUOR,WINE,BEER"
2013-12-03,9.0,"LIQUOR,WINE,BEER"
2013-12-04,25.0,"LIQUOR,WINE,BEER"
2013-12-05,22.0,"LIQUOR,WINE,BEER"
2013-12-06,32.0,"LIQUOR,WINE,BEER"
2013-12-07,38.0,"LIQUOR,WINE,BEER"
2013-12-09,18.0,"LIQUOR,WINE,BEER"
2013-12-10,11.0,"LIQUOR,WINE,BEER"
2013-12-11,9.0,"LIQUOR,WINE,BEER"
2013-12-12,13.0,"LIQUOR,WINE,BEER"
2013-12-13,65.0,"LIQUOR,WINE,BEER"
2013-12-14,88.0,"LIQUOR,WINE,BEER"
2013-12-16,13.0,"LIQUOR,WINE,BEER"
2013-12-17,27.0,"LIQUOR,WINE,BEER"
2013-12-18,27.0,"LIQUOR,WINE,BEER"
2013-12-19,71.0,"LIQUOR,WINE,BEER"
2013-12-20,102.0,"LIQUOR,WINE,BEER"
2013-12-21,109.0,"LIQUOR,WINE,BEER"
2013-12-23,104.0,"LIQUOR,WINE,BEER"
2013-12-24,144.0,"LIQUOR,WINE,BEER"
2013-12-26,32.0,"LIQUOR,WINE,BEER"
2013-12-27,55.0,"LIQUOR,WINE,BEER"
2013-12-28,73.0,"LIQUOR,WINE,BEER"
2013-12-30,97.0,"LIQUOR,WINE,BEER"
2013-12-31,139.0,"LIQUOR,WINE,BEER"
2014-01-02,19.0,"LIQUOR,WINE,BEER"
2014-01-03,42.0,"LIQUOR,WINE,BEER"
2014-01-04,49.0,"LIQUOR,WINE,BEER"
2014-01-06,9.0,"LIQUOR,WINE,BEER"
2014-01-07,29.0,"LIQUOR,WINE,BEER"
2014-01-08,16.0,"LIQUOR,WINE,BEER"
2014-01-09,31.0,"LIQUOR,WINE,BEER"
2014-01-10,40.0,"LIQUOR,WINE,BEER"
2014-01-11,73.0,"LIQUOR,WINE,BEER"
2014-01-13,4.0,"LIQUOR,WINE,BEER"
2014-01-14,9.0,"LIQUOR,WINE,BEER"
2014-01-15,15.0,"LIQUOR,WINE,BEER"
2014-01-16,22.0,"LIQUOR,WINE,BEER"
2014-01-17,52.0,"LIQUOR,WINE,BEER"
2014-01-18,35.0,"LIQUOR,WINE,BEER"
2014-01-20,12.0,"LIQUOR,WINE,BEER"
2014-01-21,11.0,"LIQUOR,WINE,BEER"
2014-01-22,16.0,"LIQUOR,WINE,BEER"
2014-01-23,20.0,"LIQUOR,WINE,BEER"
2014-01-24,31.0,"LIQUOR,WINE,BEER"
2014-01-25,47.0,"LIQUOR,WINE,BEER"
2014-01-27,6.0,"LIQUOR,WINE,BEER"
2014-01-28,11.0,"LIQUOR,WINE,BEER"
2014-01-29,14.0,"LIQUOR,WINE,BEER"
2014-01-30,23.0,"LIQUOR,WINE,BEER"
2014-01-31,69.0,"LIQUOR,WINE,BEER"
2014-02-01,61.0,"LIQUOR,WINE,BEER"
2014-02-03,25.0,"LIQUOR,WINE,BEER"
2014-02-04,23.0,"LIQUOR,WINE,BEER"
2014-02-05,17.0,"LIQUOR,WINE,BEER"
2014-02-06,30.0,"LIQUOR,WINE,BEER"
2014-02-07,43.0,"LIQUOR,WINE,BEER"
2014-02-08,53.0,"LIQUOR,WINE,BEER"
2014-02-10,26.0,"LIQUOR,WINE,BEER"
2014-02-11,11.0,"LIQUOR,WINE,BEER"
2014-02-12,20.0,"LIQUOR,WINE,BEER"
2014-02-13,37.0,"LIQUOR,WINE,BEER"
2014-02-14,37.0,"LIQUOR,WINE,BEER"
2014-02-15,57.0,"LIQUOR,WINE,BEER"
2014-02-17,36.0,"LIQUOR,WINE,BEER"
2014-02-18,25.0,"LIQUOR,WINE,BEER"
2014-02-19,9.0,"LIQUOR,WINE,BEER"
2014-02-20,25.0,"LIQUOR,WINE,BEER"
2014-02-24,3.0,"LIQUOR,WINE,BEER"
2014-02-25,17.0,"LIQUOR,WINE,BEER"
2014-02-26,20.0,"LIQUOR,WINE,BEER"
2014-02-27,7.0,"LIQUOR,WINE,BEER"
2014-02-28,32.0,"LIQUOR,WINE,BEER"
2014-03-01,122.0,"LIQUOR,WINE,BEER"
2014-03-02,15.0,"LIQUOR,WINE,BEER"
2014-03-03,50.0,"LIQUOR,WINE,BEER"
2014-03-05,8.0,"LIQUOR,WINE,BEER"
2014-03-06,24.0,"LIQUOR,WINE,BEER"
2014-03-07,19.0,"LIQUOR,WINE,BEER"
2014-03-08,56.0,"LIQUOR,WINE,BEER"
2014-03-10,6.0,"LIQUOR,WINE,BEER"
2014-03-11,36.0,"LIQUOR,WINE,BEER"
2014-03-12,22.0,"LIQUOR,WINE,BEER"
2014-03-13,22.0,"LIQUOR,WINE,BEER"
2014-03-14,25.0,"LIQUOR,WINE,BEER"
2014-03-15,41.0,"LIQUOR,WINE,BEER"
2014-03-17,8.0,"LIQUOR,WINE,BEER"
2014-03-18,6.0,"LIQUOR,WINE,BEER"
2014-03-19,43.0,"LIQUOR,WINE,BEER"
2014-03-20,33.0,"LIQUOR,WINE,BEER"
2014-03-21,11.0,"LIQUOR,WINE,BEER"
2014-03-22,43.0,"LIQUOR,WINE,BEER"
2014-03-24,8.0,"LIQUOR,WINE,BEER"
2014-03-25,8.0,"LIQUOR,WINE,BEER"
2014-03-26,6.0,"LIQUOR,WINE,BEER"
2014-03-27,13.0,"LIQUOR,WINE,BEER"
2014-03-28,20.0,"LIQUOR,WINE,BEER"
2014-03-29,61.0,"LIQUOR,WINE,BEER"
2014-03-31,10.0,"LIQUOR,WINE,BEER"
2014-04-01,18.0,"LIQUOR,WINE,BEER"
2014-04-02,32.0,"LIQUOR,WINE,BEER"
2014-04-03,61.0,"LIQUOR,WINE,BEER"
2014-04-04,15.0,"LIQUOR,WINE,BEER"
2014-04-05,44.0,"LIQUOR,WINE,BEER"
2014-04-07,10.0,"LIQUOR,WINE,BEER"
2014-04-08,21.0,"LIQUOR,WINE,BEER"
2014-04-09,5.0,"LIQUOR,WINE,BEER"
2014-04-10,20.0,"LIQUOR,WINE,BEER"
2014-04-11,29.0,"LIQUOR,WINE,BEER"
2014-04-12,44.0,"LIQUOR,WINE,BEER"
2014-04-14,6.0,"LIQUOR,WINE,BEER"
2014-04-15,6.0,"LIQUOR,WINE,BEER"
2014-04-16,17.0,"LIQUOR,WINE,BEER"
2014-04-17,16.0,"LIQUOR,WINE,BEER"
2014-04-18,34.0,"LIQUOR,WINE,BEER"
2014-04-19,62.0,"LIQUOR,WINE,BEER"
2014-04-21,15.0,"LIQUOR,WINE,BEER"
2014-04-22,11.0,"LIQUOR,WINE,BEER"
2014-04-23,15.0,"LIQUOR,WINE,BEER"
2014-04-24,24.0,"LIQUOR,WINE,BEER"
2014-04-25,45.0,"LIQUOR,WINE,BEER"
2014-04-26,50.0,"LIQUOR,WINE,BEER"
2014-04-28,17.0,"LIQUOR,WINE,BEER"
2014-04-29,516.0,"LIQUOR,WINE,BEER"
2014-04-30,20.0,"LIQUOR,WINE,BEER"
2014-05-01,27.0,"LIQUOR,WINE,BEER"
2014-05-02,40.0,"LIQUOR,WINE,BEER"
2014-05-03,53.0,"LIQUOR,WINE,BEER"
2014-05-05,6.0,"LIQUOR,WINE,BEER"
2014-05-06,10.0,"LIQUOR,WINE,BEER"
2014-05-07,12.0,"LIQUOR,WINE,BEER"
2014-05-08,45.0,"LIQUOR,WINE,BEER"
2014-05-09,54.0,"LIQUOR,WINE,BEER"
2014-05-10,112.0,"LIQUOR,WINE,BEER"
2014-05-12,10.0,"LIQUOR,WINE,BEER"
2014-05-13,9.0,"LIQUOR,WINE,BEER"
2014-05-14,24.0,"LIQUOR,WINE,BEER"
2014-05-15,26.0,"LIQUOR,WINE,BEER"
2014-05-16,45.0,"LIQUOR,WINE,BEER"
2014-05-17,67.0,"LIQUOR,WINE,BEER"
2014-05-19,12.0,"LIQUOR,WINE,BEER"
2014-05-20,13.0,"LIQUOR,WINE,BEER"
2014-05-21,13.0,"LIQUOR,WINE,BEER"
2014-05-22,23.0,"LIQUOR,WINE,BEER"
2014-05-23,59.0,"LIQUOR,WINE,BEER"
2014-05-24,112.0,"LIQUOR,WINE,BEER"
2014-05-26,13.0,"LIQUOR,WINE,BEER"
2014-05-27,12.0,"LIQUOR,WINE,BEER"
2014-05-28,12.0,"LIQUOR,WINE,BEER"
2014-05-29,21.0,"LIQUOR,WINE,BEER"
2014-05-30,36.0,"LIQUOR,WINE,BEER"
2014-05-31,72.0,"LIQUOR,WINE,BEER"
2014-06-02,13.0,"LIQUOR,WINE,BEER"
2014-06-03,36.0,"LIQUOR,WINE,BEER"
2014-06-04,20.0,"LIQUOR,WINE,BEER"
2014-06-05,37.0,"LIQUOR,WINE,BEER"
2014-06-06,40.0,"LIQUOR,WINE,BEER"
2014-06-07,87.0,"LIQUOR,WINE,BEER"
2014-06-09,12.0,"LIQUOR,WINE,BEER"
2014-06-10,6.0,"LIQUOR,WINE,BEER"
2014-06-11,28.0,"LIQUOR,WINE,BEER"
2014-06-12,49.0,"LIQUOR,WINE,BEER"
2014-06-13,34.0,"LIQUOR,WINE,BEER"
2014-06-14,95.0,"LIQUOR,WINE,BEER"
2014-06-16,19.0,"LIQUOR,WINE,BEER"
2014-06-17,14.0,"LIQUOR,WINE,BEER"
2014-06-18,5.0,"LIQUOR,WINE,BEER"
2014-06-19,41.0,"LIQUOR,WINE,BEER"
2014-06-20,97.0,"LIQUOR,WINE,BEER"
2014-06-21,67.0,"LIQUOR,WINE,BEER"
2014-06-23,6.0,"LIQUOR,WINE,BEER"
2014-06-24,13.0,"LIQUOR,WINE,BEER"
2014-06-25,52.0,"LIQUOR,WINE,BEER"
2014-06-26,16.0,"LIQUOR,WINE,BEER"
2014-06-27,28.0,"LIQUOR,WINE,BEER"
2014-06-28,77.0,"LIQUOR,WINE,BEER"
2014-06-30,17.0,"LIQUOR,WINE,BEER"
2014-07-01,16.0,"LIQUOR,WINE,BEER"
2014-07-02,11.0,"LIQUOR,WINE,BEER"
2014-07-03,33.0,"LIQUOR,WINE,BEER"
2014-07-04,71.0,"LIQUOR,WINE,BEER"
2014-07-05,93.0,"LIQUOR,WINE,BEER"
2014-07-07,16.0,"LIQUOR,WINE,BEER"
2014-07-08,12.0,"LIQUOR,WINE,BEER"
2014-07-09,12.0,"LIQUOR,WINE,BEER"
2014-07-10,27.0,"LIQUOR,WINE,BEER"
2014-07-11,59.0,"LIQUOR,WINE,BEER"
2014-07-12,69.0,"LIQUOR,WINE,BEER"
2014-07-14,15.0,"LIQUOR,WINE,BEER"
2014-07-15,37.0,"LIQUOR,WINE,BEER"
2014-07-16,65.0,"LIQUOR,WINE,BEER"
2014-07-17,32.0,"LIQUOR,WINE,BEER"
2014-07-18,56.0,"LIQUOR,WINE,BEER"
2014-07-19,75.0,"LIQUOR,WINE,BEER"
2014-07-21,13.0,"LIQUOR,WINE,BEER"
2014-07-22,59.0,"LIQUOR,WINE,BEER"
2014-07-23,21.0,"LIQUOR,WINE,BEER"
2014-07-24,22.0,"LIQUOR,WINE,BEER"
2014-07-25,48.0,"LIQUOR,WINE,BEER"
2014-07-26,70.0,"LIQUOR,WINE,BEER"
2014-07-28,15.0,"LIQUOR,WINE,BEER"
2014-07-29,18.0,"LIQUOR,WINE,BEER"
2014-07-30,12.0,"LIQUOR,WINE,BEER"
2014-07-31,29.0,"LIQUOR,WINE,BEER"
2014-08-01,57.0,"LIQUOR,WINE,BEER"
2014-08-02,44.0,"LIQUOR,WINE,BEER"
2014-08-04,14.0,"LIQUOR,WINE,BEER"
2014-08-05,26.0,"LIQUOR,WINE,BEER"
2014-08-06,7.0,"LIQUOR,WINE,BEER"
2014-08-07,37.0,"LIQUOR,WINE,BEER"
2014-08-08,47.0,"LIQUOR,WINE,BEER"
2014-08-09,93.0,"LIQUOR,WINE,BEER"
2014-08-11,10.0,"LIQUOR,WINE,BEER"
2014-08-12,78.0,"LIQUOR,WINE,BEER"
